Date,Value,,30-day average
21/12/2009,5.195,,5.193870968
22/12/2009,5.23,,5.178951613
23/12/2009,5.29,,5.166370968
24/12/2009,5.245,,5.151290323
28/12/2009,5.5075,,5.14233871
29/12/2009,5.41,,5.123870968
30/12/2009,5.4475,,5.106290323
31/12/2009,5.415,,5.093467742
04/01/2010,5.5775,,5.078387097
05/01/2010,5.53,,5.054919355
06/01/2010,5.6725,,5.034516129
07/01/2010,5.5775,,5.013225806
08/01/2010,5.685,,4.99283871
11/01/2010,5.725,,4.972564516
12/01/2010,5.3575,,4.948580645
13/01/2010,5.37,,4.942435484
14/01/2010,5.2775,,4.931951613
15/01/2010,5.1,,4.924451613
19/01/2010,5.005,,4.926306452
20/01/2010,4.975,,4.926870968
21/01/2010,4.995,,4.925580645
22/01/2010,4.985,,4.924129032
25/01/2010,4.9825,,4.921225806
26/01/2010,4.94,,4.915822581
27/01/2010,4.8375,,4.910903226
28/01/2010,4.87,,4.911387097
29/01/2010,4.74,,4.908887097
01/02/2010,4.7475,,4.913080645
02/02/2010,4.8725,,4.919935484
03/02/2010,4.69,,4.920580645
04/02/2010,4.7575,,4.92533871
05/02/2010,4.7325,,4.928806452
08/02/2010,4.84,,4.929935484
09/02/2010,4.8225,,4.927354839
10/02/2010,4.9675,,4.922274194
11/02/2010,4.935,,4.911951613
12/02/2010,4.865,,4.902677419
16/02/2010,5.05,,4.898
17/02/2010,4.9475,,4.880419355
18/02/2010,4.85,,4.867516129
19/02/2010,4.8975,,4.857354839
22/02/2010,5.0125,,4.848887097
23/02/2010,4.9455,,4.8405
24/02/2010,5.0565,,4.83233871
25/02/2010,4.9815,,4.819467742
26/02/2010,5.167,,4.80966129
01/03/2010,5.045,,4.796532258
02/03/2010,5.045,,4.786935484
03/03/2010,5.1575,,4.779112903
04/03/2010,5.0225,,4.770967742
05/03/2010,4.935,,4.75983871
08/03/2010,4.95,,4.757419355
09/03/2010,4.895,,4.754919355
10/03/2010,4.815,,4.757822581
11/03/2010,4.7875,,4.761612903
12/03/2010,4.8525,,4.760725806
15/03/2010,4.7925,,4.759258065
16/03/2010,4.87,,4.759806452
17/03/2010,4.96,,4.761129032
18/03/2010,4.8925,,4.76266129
19/03/2010,4.8375,,4.766693548
22/03/2010,4.865,,4.775403226
23/03/2010,4.7675,,4.783629032
24/03/2010,4.76,,4.793790323
25/03/2010,4.665,,4.804919355
26/03/2010,4.6475,,4.813387097
29/03/2010,4.6475,,4.822580645
30/03/2010,4.72,,4.831209677
31/03/2010,4.505,,4.833467742
01/04/2010,4.5475,,4.840241935
05/04/2010,4.535,,4.84483871
06/04/2010,4.635,,4.849435484
07/04/2010,4.7525,,4.851290323
08/04/2010,4.6925,,4.849516129
09/04/2010,4.6575,,4.850403226
12/04/2010,4.6775,,4.850967742
13/04/2010,4.76,,4.848629032
14/04/2010,4.7475,,4.844032258
15/04/2010,4.8025,,4.841774194
16/04/2010,4.905,,4.834516129
19/04/2010,4.6775,,4.821693548
20/04/2010,4.86,,4.813548387
21/04/2010,4.8725,,4.799274194
22/04/2010,4.985,,4.78266129
23/04/2010,4.9325,,4.761290323
26/04/2010,4.76,,4.741612903
27/04/2010,4.807,,4.726129032
28/04/2010,4.8095,,4.710822581
29/04/2010,4.911,,4.697854839
30/04/2010,5.0075,,4.685080645
03/05/2010,5.0175,,4.669274194
04/05/2010,5.1075,,4.656209677
05/05/2010,5.12,,4.640725806
06/05/2010,5.0825,,4.624516129
07/05/2010,5.105,,4.609596774
10/05/2010,4.9275,,4.593548387
11/05/2010,4.9325,,4.583709677
12/05/2010,4.915,,4.573951613
13/05/2010,4.79,,4.563532258
14/05/2010,4.715,,4.556016129
17/05/2010,4.69,,4.549403226
18/05/2010,4.6775,,4.552032258
19/05/2010,4.6925,,4.562354839
20/05/2010,4.6975,,4.573241935
21/05/2010,4.72,,4.585419355
24/05/2010,4.675,,4.604290323
25/05/2010,4.605,,4.630419355
26/05/2010,4.6175,,4.655419355
27/05/2010,4.6775,,4.679290323
28/05/2010,4.5775,,4.705580645
01/06/2010,4.5075,,4.738241935
02/06/2010,4.425,,4.785177419
03/06/2010,4.4175,,4.831870968
04/06/2010,4.3575,,4.877193548
07/06/2010,4.3225,,4.922758065
08/06/2010,4.3225,,4.973080645
09/06/2010,4.28,,5.026064516
10/06/2010,4.3325,,5.08033871
11/06/2010,4.4075,,5.130741935
14/06/2010,4.515,,5.1805
15/06/2010,4.5175,,5.233403226
16/06/2010,4.6125,,5.290096774
17/06/2010,4.6275,,5.354693548
18/06/2010,4.6175,,5.429048387
21/06/2010,4.62,,5.499451613
22/06/2010,4.6075,,5.584532258
23/06/2010,4.6225,,5.689370968
24/06/2010,4.63,,5.774370968
25/06/2010,4.592,,5.854854839
28/06/2010,4.557,,5.93083871
29/06/2010,4.51,,6.007951613
30/06/2010,4.7715,,6.092467742
01/07/2010,4.9975,,6.16516129
02/07/2010,5.03,,6.218064516
06/07/2010,5.075,,6.265806452
07/07/2010,5.305,,6.313709677
08/07/2010,5.485,,6.36233871
09/07/2010,5.38,,6.404435484
12/07/2010,5.3575,,6.454193548
13/07/2010,5.4925,,6.499032258
14/07/2010,5.59,,6.530806452
15/07/2010,5.9625,,6.564322581
16/07/2010,5.8725,,6.589887097
19/07/2010,5.8225,,6.623419355
20/07/2010,5.77,,6.65466129
21/07/2010,5.8825,,6.69716129
22/07/2010,5.965,,6.737645161
23/07/2010,5.9625,,6.78433871
26/07/2010,5.895,,6.829177419
27/07/2010,5.95,,6.868370968
28/07/2010,6.155,,6.9145
29/07/2010,6.275,,6.953612903
30/07/2010,6.615,,6.991516129
02/08/2010,6.9325,,7.015548387
03/08/2010,6.8,,7.026354839
04/08/2010,7.2575,,7.039016129
05/08/2010,7.8575,,7.043370968
06/08/2010,7.2575,,7.025951613
09/08/2010,7.125,,7.023451613
10/08/2010,6.9475,,7.025790323
11/08/2010,6.9475,,7.026596774
12/08/2010,7.13,,7.034741935
13/08/2010,7.025,,7.032645161
16/08/2010,6.6375,,7.026919355
17/08/2010,6.51,,7.033290323
18/08/2010,6.56,,7.040709677
19/08/2010,6.8125,,7.040387097
20/08/2010,6.79,,7.029419355
23/08/2010,6.9225,,7.024419355
24/08/2010,6.7475,,7.013451613
25/08/2010,6.4775,,7.008451613
26/08/2010,6.629,,7.031516129
27/08/2010,6.755,,7.046467742
30/08/2010,6.912,,7.057596774
31/08/2010,6.791,,7.061322581
01/09/2010,7.0875,,7.068306452
02/09/2010,7.1375,,7.066935484
03/09/2010,7.4125,,7.059274194
07/09/2010,7.3525,,7.036774194
08/09/2010,7.11,,7.019919355
09/09/2010,7.38,,7.006290323
10/09/2010,7.3675,,6.984596774
13/09/2010,7.45,,6.964354839
14/09/2010,7.36,,6.947258065
15/09/2010,7.2675,,6.936532258
16/09/2010,7.1925,,6.933790323
17/09/2010,7.3925,,6.933145161
20/09/2010,7.3175,,6.921290323
21/09/2010,7.18,,6.909193548
22/09/2010,7.1975,,6.900241935
23/09/2010,6.9725,,6.898306452
24/09/2010,7.2,,6.908467742
27/09/2010,7.065,,6.913709677
28/09/2010,6.8475,,6.918629032
29/09/2010,6.835,,6.926774194
30/09/2010,6.74,,6.933387097
01/10/2010,6.55,,6.931854839
04/10/2010,6.4725,,6.937580645
05/10/2010,6.635,,6.930806452
06/10/2010,6.5825,,6.920806452
07/10/2010,6.5925,,6.916612903
08/10/2010,7.1925,,6.911854839
11/10/2010,7.0925,,6.888064516
12/10/2010,7.1,,6.866370968
13/10/2010,7.0275,,6.848645161
14/10/2010,7.0075,,6.836096774
15/10/2010,7.045,,6.827596774
18/10/2010,6.9,,6.820483871
19/10/2010,6.715,,6.836612903
20/10/2010,6.83,,6.861451613
21/10/2010,6.6875,,6.892419355
22/10/2010,6.7075,,6.9325
25/10/2010,6.74,,6.969274194
26/10/2010,6.92,,7.004758065
27/10/2010,7.0275,,7.035887097
28/10/2010,7.1825,,7.059354839
29/10/2010,7.1725,,7.079354839
01/11/2010,7.025,,7.094193548
02/11/2010,6.9425,,7.114274194
03/11/2010,6.9025,,7.132177419
04/11/2010,7.1375,,7.153629032
05/11/2010,7.2875,,7.171612903
08/11/2010,7.3625,,7.183306452
09/11/2010,7.2175,,7.198548387
10/11/2010,7.1,,7.218306452
11/11/2010,7.04,,7.240967742
12/11/2010,6.6925,,7.271370968
15/11/2010,6.7275,,7.313306452
16/11/2010,6.2625,,7.349435484
17/11/2010,6.325,,7.403629032
18/11/2010,6.4525,,7.459435484
19/11/2010,6.445,,7.505887097
22/11/2010,6.455,,7.558709677
23/11/2010,6.42,,7.605
24/11/2010,6.5505,,7.647580645
26/11/2010,6.6385,,7.683774194
29/11/2010,6.744,,7.714629032
30/11/2010,6.8245,,7.745629032
01/12/2010,7.4,,7.778225806
02/12/2010,7.485,,7.788951613
03/12/2010,7.79,,7.803387097
06/12/2010,7.93,,7.809274194
07/12/2010,7.8475,,7.81266129
08/12/2010,7.84,,7.825483871
09/12/2010,7.885,,7.842016129
10/12/2010,7.755,,7.858064516
13/12/2010,7.8025,,7.884193548
14/12/2010,7.6325,,7.905483871
15/12/2010,7.6475,,7.925645161
16/12/2010,7.4975,,7.95016129
17/12/2010,7.5675,,7.977903226
20/12/2010,7.695,,8.012177419
21/12/2010,7.65,,8.041048387
22/12/2010,7.835,,8.069677419
23/12/2010,7.83,,8.093951613
27/12/2010,7.8025,,8.123387097
28/12/2010,7.9825,,8.1575
29/12/2010,7.9925,,8.178306452
30/12/2010,7.8475,,8.20016129
31/12/2010,7.9425,,8.228306452
03/01/2011,8.055,,8.243145161
04/01/2011,7.8925,,8.253306452
05/01/2011,8.0825,,8.273145161
06/01/2011,7.89,,8.27766129
07/01/2011,7.74,,8.269032258
10/01/2011,7.6725,,8.267758065
11/01/2011,7.595,,8.265854839
12/01/2011,7.705,,8.278064516
13/01/2011,7.835,,8.29083871
14/01/2011,7.7325,,8.299467742
18/01/2011,7.9325,,8.311725806
19/01/2011,7.9725,,8.321483871
20/01/2011,8.035,,8.332774194
21/01/2011,8.245,,8.331887097
24/01/2011,8.3525,,8.317451613
25/01/2011,8.3825,,8.292774194
26/01/2011,8.565,,8.261241935
27/01/2011,8.4625,,8.216806452
28/01/2011,8.2575,,8.176322581
31/01/2011,8.4075,,8.125354839
01/02/2011,8.3575,,8.067693548
02/02/2011,8.63,,8.027209677
03/02/2011,8.59,,7.982048387
04/02/2011,8.5375,,7.937532258
07/02/2011,8.5875,,7.895112903
08/02/2011,8.7425,,7.8485
09/02/2011,8.86,,7.805032258
10/02/2011,8.6275,,7.755758065
11/02/2011,8.67,,7.711403226
14/02/2011,8.72,,7.669548387
15/02/2011,8.4025,,7.622854839
16/02/2011,8.37,,7.598016129
17/02/2011,8.5075,,7.573016129
18/02/2011,8.2225,,7.553419355
22/02/2011,7.6225,,7.541806452
23/02/2011,7.7005,,7.548258065
24/02/2011,7.6135,,7.549290323
25/02/2011,7.9735,,7.560951613
28/02/2011,8.101,,7.561241935
01/03/2011,8.1025,,7.544919355
02/03/2011,8.1125,,7.526370968
03/03/2011,8.235,,7.503548387
04/03/2011,8.3225,,7.477983871
07/03/2011,8.0075,,7.459516129
08/03/2011,7.7975,,7.454677419
09/03/2011,7.5875,,7.456370968
10/03/2011,7.405,,7.469516129
11/03/2011,7.1875,,7.497096774
14/03/2011,7.2075,,7.529241935
15/03/2011,6.6775,,7.551903226
16/03/2011,6.62,,7.582854839
17/03/2011,7.1025,,7.625709677
18/03/2011,7.23,,7.652
21/03/2011,7.21,,7.67466129
22/03/2011,7.2225,,7.691112903
23/03/2011,7.1425,,7.701354839
24/03/2011,7.395,,7.715951613
25/03/2011,7.3325,,7.732403226
28/03/2011,7.2525,,7.753532258
29/03/2011,7.3725,,7.764419355
30/03/2011,7.2725,,7.763854839
31/03/2011,7.6325,,7.764016129
01/04/2011,7.595,,7.755387097
04/04/2011,7.9,,7.75683871
05/04/2011,7.8625,,7.765548387
06/04/2011,7.8225,,7.773854839
07/04/2011,7.7325,,7.781677419
08/04/2011,7.975,,7.791274194
11/04/2011,7.9825,,7.785548387
12/04/2011,7.595,,7.784983871
13/04/2011,7.5275,,7.802725806
14/04/2011,7.405,,7.82433871
15/04/2011,7.4425,,7.837806452
18/04/2011,7.75,,7.842645161
19/04/2011,7.8575,,7.840951613
20/04/2011,7.85,,7.837080645
21/04/2011,7.995,,7.823854839
25/04/2011,8.26,,7.802645161
26/04/2011,8.184,,7.777483871
27/04/2011,7.91,,7.753806452
28/04/2011,7.637,,7.743564516
29/04/2011,7.9485,,7.736887097
02/05/2011,7.9175,,7.716370968
03/05/2011,7.9325,,7.689516129
04/05/2011,7.72,,7.650806452
05/05/2011,7.54,,7.618629032
06/05/2011,7.595,,7.588064516
09/05/2011,7.905,,7.560564516
10/05/2011,7.9875,,7.511451613
11/05/2011,7.59,,7.463145161
12/05/2011,7.355,,7.423387097
13/05/2011,7.2775,,7.388822581
16/05/2011,7.365,,7.36466129
17/05/2011,7.64,,7.340322581
18/05/2011,8.17,,7.290112903
19/05/2011,8.12,,7.224064516
20/05/2011,8.065,,7.167129032
23/05/2011,8.03,,7.109225806
24/05/2011,7.7975,,7.054870968
25/05/2011,7.965,,7.013419355
26/05/2011,8.145,,6.962693548
27/05/2011,8.1975,,6.916725806
31/05/2011,7.8225,,6.882774194
01/06/2011,7.5925,,6.8585
02/06/2011,7.6975,,6.837693548
03/06/2011,7.7375,,6.811806452
06/06/2011,7.44,,6.785919355
07/06/2011,7.3375,,6.770758065
08/06/2011,7.48,,6.752532258
09/06/2011,7.45,,6.734548387
10/06/2011,7.5925,,6.716322581
13/06/2011,7.43,,6.695274194
14/06/2011,7.3125,,6.682935484
15/06/2011,7.085,,6.670677419
16/06/2011,6.7325,,6.659064516
17/06/2011,6.7225,,6.660112903
20/06/2011,6.5925,,6.674870968
21/06/2011,6.7425,,6.691403226
22/06/2011,6.3825,,6.693822581
23/06/2011,6.49,,6.706967742
24/06/2011,6.3575,,6.709387097
27/06/2011,6.2835,,6.721
28/06/2011,6.5285,,6.739274194
29/06/2011,6.6105,,6.754887097
30/06/2011,6.0835,,6.768258065
01/07/2011,6.1225,,6.801854839
05/07/2011,6.355,,6.838145161
06/07/2011,6.27,,6.867822581
07/07/2011,6.345,,6.893870968
08/07/2011,6.5125,,6.924919355
11/07/2011,6.3925,,6.952096774
12/07/2011,6.72,,6.99016129
13/07/2011,7.145,,7.015080645
14/07/2011,7.07,,7.028870968
15/07/2011,6.9475,,7.048935484
18/07/2011,6.895,,7.073967742
19/07/2011,6.935,,7.101403226
20/07/2011,6.97,,7.130032258
21/07/2011,6.7725,,7.150677419
22/07/2011,6.9225,,7.182370968
25/07/2011,6.885,,7.204225806
26/07/2011,6.94,,7.224548387
27/07/2011,7.0475,,7.238741935
28/07/2011,6.9325,,7.246806452
29/07/2011,6.725,,7.257774194
01/08/2011,6.765,,7.267290323
02/08/2011,7.18,,7.276322581
03/08/2011,7.105,,7.269225806
04/08/2011,6.8175,,7.262048387
05/08/2011,6.79,,7.259225806
08/08/2011,6.565,,7.257854839
09/08/2011,6.7175,,7.26116129
10/08/2011,6.85,,7.248903226
11/08/2011,7.0125,,7.234629032
12/08/2011,7.025,,7.217532258
15/08/2011,7.125,,7.203258065
16/08/2011,7.2475,,7.179467742
17/08/2011,7.275,,7.156725806
18/08/2011,7.0775,,7.118580645
19/08/2011,7.3075,,7.090112903
22/08/2011,7.355,,7.049225806
23/08/2011,7.5725,,7.01366129
24/08/2011,7.4925,,6.968096774
25/08/2011,7.5725,,6.922370968
26/08/2011,7.692,,6.875354839
29/08/2011,7.7235,,6.840370968
30/08/2011,7.7455,,6.793403226
31/08/2011,7.8225,,6.742903226
01/09/2011,7.61,,6.691451613
02/09/2011,7.755,,6.64733871
06/09/2011,7.6,,6.598870968
07/09/2011,7.515,,6.553548387
08/09/2011,7.38,,6.514596774
09/09/2011,7.2975,,6.480403226
12/09/2011,7.2725,,6.452258065
13/09/2011,7.02,,6.422903226
14/09/2011,7.045,,6.396290323
15/09/2011,6.96,,6.376774194
16/09/2011,6.8825,,6.36016129
19/09/2011,6.73,,6.340806452
20/09/2011,6.7475,,6.326935484
21/09/2011,6.6675,,6.310403226
22/09/2011,6.3375,,6.300483871
23/09/2011,6.4075,,6.301451613
26/09/2011,6.4825,,6.300806452
27/09/2011,6.5825,,6.303629032
28/09/2011,6.3875,,6.298709677
29/09/2011,6.5425,,6.29266129
30/09/2011,6.0925,,6.280564516
03/10/2011,6.195,,6.28266129
04/10/2011,6.04,,6.286935484
05/10/2011,6.2525,,6.291048387
06/10/2011,6.16,,6.280483871
07/10/2011,6.075,,6.274758065
10/10/2011,6.115,,6.269596774
11/10/2011,6.6075,,6.263951613
12/10/2011,6.2675,,6.23766129
13/10/2011,6.18,,6.221741935
14/10/2011,6.2275,,6.210145161
17/10/2011,6.2425,,6.205193548
18/10/2011,6.2525,,6.200709677
19/10/2011,6.195,,6.19716129
20/10/2011,6.3075,,6.199096774
21/10/2011,6.32,,6.192887097
24/10/2011,6.425,,6.186758065
25/10/2011,6.3625,,6.173209677
26/10/2011,6.195,,6.160548387
27/10/2011,6.44,,6.152967742
28/10/2011,6.445,,6.136919355
31/10/2011,6.2825,,6.122725806
01/11/2011,6.3,,6.107403226
02/11/2011,6.235,,6.091032258
03/11/2011,6.36,,6.078209677
04/11/2011,6.3675,,6.066516129
07/11/2011,6.3875,,6.05716129
08/11/2011,6.57,,6.050145161
09/11/2011,6.43,,6.038774194
10/11/2011,6.2,,6.032
11/11/2011,6.1675,,6.039983871
14/11/2011,6.1575,,6.051112903
15/11/2011,6.3275,,6.060629032
16/11/2011,6.1675,,6.067080645
17/11/2011,5.925,,6.080064516
18/11/2011,5.9825,,6.098612903
21/11/2011,5.915,,6.108612903
22/11/2011,5.94,,6.11933871
23/11/2011,5.7925,,6.134741935
25/11/2011,5.774,,6.154258065
28/11/2011,5.8205,,6.174774194
29/11/2011,6.074,,6.182177419
30/11/2011,6.1035,,6.180516129
01/12/2011,6.1425,,6.178709677
02/12/2011,6.255,,6.171612903
05/12/2011,6.115,,6.165241935
06/12/2011,6.13,,6.164919355
07/12/2011,6.005,,6.167096774
08/12/2011,5.97,,6.177741935
09/12/2011,5.96,,6.192016129
12/12/2011,5.9425,,6.210564516
13/12/2011,6.005,,6.22766129
14/12/2011,5.8075,,6.241935484
15/12/2011,5.7925,,6.269435484
16/12/2011,5.8375,,6.300080645
19/12/2011,5.9975,,6.325564516
20/12/2011,6.0775,,6.345241935
21/12/2011,6.17,,6.36483871
22/12/2011,6.2175,,6.379435484
23/12/2011,6.22,,6.392016129
27/12/2011,6.4475,,6.399758065
28/12/2011,6.5125,,6.395
29/12/2011,6.4525,,6.391774194
30/12/2011,6.5275,,6.388467742
03/01/2012,6.57,,6.37983871
04/01/2012,6.5,,6.370725806
05/01/2012,6.2925,,6.368790323
06/01/2012,6.2475,,6.37
09/01/2012,6.4175,,6.376370968
10/01/2012,6.3975,,6.376370968
11/01/2012,6.41,,6.376790323
12/01/2012,6.05,,6.379225806
13/01/2012,6.0225,,6.398854839
17/01/2012,6.0475,,6.419822581
18/01/2012,5.9225,,6.438935484
19/01/2012,6.0575,,6.465467742
20/01/2012,6.105,,6.48683871
23/01/2012,6.1975,,6.502080645
24/01/2012,6.335,,6.508370968
25/01/2012,6.4125,,6.508774194
26/01/2012,6.535,,6.50933871
27/01/2012,6.4725,,6.508612903
30/01/2012,6.4475,,6.509177419
31/01/2012,6.66,,6.508854839
01/02/2012,6.7425,,6.508451613
02/02/2012,6.6275,,6.507725806
03/02/2012,6.6075,,6.50433871
06/02/2012,6.685,,6.498451613
07/02/2012,6.6225,,6.488048387
08/02/2012,6.6075,,6.482887097
09/02/2012,6.46,,6.480790323
10/02/2012,6.3,,6.485145161
13/02/2012,6.4125,,6.488290323
14/02/2012,6.35,,6.484903226
15/02/2012,6.26,,6.477645161
16/02/2012,6.2875,,6.488854839
17/02/2012,6.44,,6.497967742
21/02/2012,6.33,,6.502483871
22/02/2012,6.445,,6.5045
23/02/2012,6.4175,,6.502564516
24/02/2012,6.4105,,6.502967742
27/02/2012,6.4855,,6.498032258
28/02/2012,6.6585,,6.491403226
29/02/2012,6.6725,,6.482822581
01/03/2012,6.64,,6.468709677
02/03/2012,6.745,,6.453306452
05/03/2012,6.72,,6.434274194
06/03/2012,6.5775,,6.414516129
07/03/2012,6.3925,,6.403870968
08/03/2012,6.3475,,6.396290323
09/03/2012,6.43,,6.393145161
12/03/2012,6.5125,,6.387177419
13/03/2012,6.49,,6.376612903
14/03/2012,6.4375,,6.370419355
15/03/2012,6.6475,,6.371435484
16/03/2012,6.72,,6.367693548
19/03/2012,6.5225,,6.35833871
20/03/2012,6.425,,6.34616129
21/03/2012,6.3625,,6.337451613
22/03/2012,6.4625,,6.328822581
23/03/2012,6.5425,,6.317774194
26/03/2012,6.595,,6.305112903
27/03/2012,6.3975,,6.285919355
28/03/2012,6.3075,,6.2735
29/03/2012,6.125,,6.262612903
30/03/2012,6.6075,,6.258016129
02/04/2012,6.57,,6.24116129
03/04/2012,6.58,,6.235274194
04/04/2012,6.3925,,6.235193548
05/04/2012,6.385,,6.253258065
09/04/2012,6.43,,6.274387097
10/04/2012,6.2575,,6.288096774
11/04/2012,6.28,,6.300919355
12/04/2012,6.3925,,6.312209677
13/04/2012,6.235,,6.325354839
16/04/2012,6.1625,,6.336080645
17/04/2012,6.155,,6.348177419
18/04/2012,6.1075,,6.357290323
19/04/2012,6.2475,,6.357774194
20/04/2012,6.1575,,6.358741935
23/04/2012,6.25,,6.357935484
24/04/2012,6.245,,6.357693548
25/04/2012,6.185,,6.363258065
26/04/2012,6.298,,6.367048387
27/04/2012,6.469,,6.367274194
30/04/2012,6.5315,,6.357306452
01/05/2012,6.43,,6.345322581
02/05/2012,6.145,,6.339032258
03/05/2012,6.155,,6.337419355
04/05/2012,6.095,,6.342177419
07/05/2012,6.12,,6.355080645
08/05/2012,6.15,,6.371854839
09/05/2012,6,,6.386935484
10/05/2012,6.0125,,6.410564516
11/05/2012,5.97,,6.450241935
14/05/2012,5.9825,,6.493983871
15/05/2012,6.085,,6.539612903
16/05/2012,6.3875,,6.581387097
17/05/2012,6.5775,,6.618435484
18/05/2012,6.9525,,6.655451613
21/05/2012,7.04,,6.689
22/05/2012,6.855,,6.732225806
23/05/2012,6.655,,6.771177419
24/05/2012,6.63,,6.823677419
25/05/2012,6.8,,6.874725806
29/05/2012,6.5675,,6.921903226
30/05/2012,6.5375,,6.983193548
31/05/2012,6.4375,,7.045774194
01/06/2012,6.1225,,7.123435484
04/06/2012,6.2775,,7.211419355
05/06/2012,6.1325,,7.300290323
06/06/2012,6.2425,,7.404080645
07/06/2012,6.4175,,7.506983871
08/06/2012,6.3025,,7.594403226
11/06/2012,6.305,,7.674564516
12/06/2012,6.16,,7.762548387
13/06/2012,6.16,,7.849
14/06/2012,6.235,,7.939967742
15/06/2012,6.095,,8.03383871
18/06/2012,6.3025,,8.123758065
19/06/2012,6.495,,8.20416129
20/06/2012,6.64,,8.273677419
21/06/2012,6.6175,,8.346983871
22/06/2012,6.7325,,8.42166129
25/06/2012,7.2425,,8.491258065
26/06/2012,7.326,,8.547709677
27/06/2012,7.397,,8.605903226
28/06/2012,7.38,,8.652854839
29/06/2012,7.536,,8.69116129
02/07/2012,7.725,,8.718951613
03/07/2012,7.9925,,8.742903226
05/07/2012,8.38,,8.763064516
06/07/2012,8.0625,,8.77483871
09/07/2012,8.2825,,8.798467742
10/07/2012,8.2125,,8.821774194
11/07/2012,8.2625,,8.846048387
12/07/2012,8.4675,,8.861612903
13/07/2012,8.4775,,8.868306452
16/07/2012,8.845,,8.872903226
17/07/2012,8.85,,8.864645161
18/07/2012,9.0325,,8.867419355
19/07/2012,9.35,,8.864822581
20/07/2012,9.4325,,8.848887097
23/07/2012,9.1275,,8.831306452
24/07/2012,8.7875,,8.816790323
25/07/2012,9.0325,,8.820983871
26/07/2012,8.84,,8.821548387
27/07/2012,8.98,,8.823403226
30/07/2012,9.145,,8.818806452
31/07/2012,8.8825,,8.810903226
01/08/2012,8.795,,8.81533871
02/08/2012,8.65,,8.829774194
03/08/2012,8.9125,,8.833967742
06/08/2012,8.9325,,8.825016129
07/08/2012,8.89,,8.821225806
08/08/2012,8.9925,,8.81816129
09/08/2012,9.13,,8.817516129
10/08/2012,8.8525,,8.810741935
13/08/2012,8.5675,,8.811145161
14/08/2012,8.3975,,8.815177419
15/08/2012,8.4675,,8.820258065
16/08/2012,8.6175,,8.838241935
17/08/2012,8.745,,8.8455
20/08/2012,8.795,,8.844532258
21/08/2012,9.005,,8.842435484
22/08/2012,8.965,,8.832354839
23/08/2012,8.745,,8.819774194
24/08/2012,8.675,,8.815419355
27/08/2012,8.62,,8.814370968
28/08/2012,8.589,,8.816870968
29/08/2012,8.936,,8.825612903
30/08/2012,8.952,,8.813725806
31/08/2012,8.856,,8.798580645
04/09/2012,8.8875,,8.786370968
05/09/2012,8.6775,,8.775887097
06/09/2012,8.9175,,8.776129032
07/09/2012,9.05,,8.769919355
10/09/2012,8.8975,,8.761290323
11/09/2012,8.8375,,8.754516129
12/09/2012,8.9,,8.754596774
13/09/2012,9.02,,8.749032258
14/09/2012,9.2425,,8.736693548
17/09/2012,8.78,,8.715322581
18/09/2012,8.635,,8.708467742
19/09/2012,8.815,,8.708790323
20/09/2012,8.795,,8.704596774
21/09/2012,8.9725,,8.699758065
24/09/2012,8.92,,8.689677419
25/09/2012,8.865,,8.68483871
26/09/2012,8.6925,,8.687258065
27/09/2012,8.555,,8.697983871
28/09/2012,9.025,,8.707983871
01/10/2012,8.8425,,8.693548387
02/10/2012,8.715,,8.682822581
03/10/2012,8.73,,8.675483871
04/10/2012,8.6925,,8.666612903
05/10/2012,8.575,,8.656532258
08/10/2012,8.61,,8.651451613
09/10/2012,8.6425,,8.646290323
10/10/2012,8.6975,,8.64016129
11/10/2012,8.86,,8.633064516
12/10/2012,8.5675,,8.621129032
15/10/2012,8.4825,,8.627370968
16/10/2012,8.4775,,8.638290323
17/10/2012,8.5625,,8.648370968
18/10/2012,8.685,,8.6495
19/10/2012,8.725,,8.647
22/10/2012,8.7825,,8.64183871
23/10/2012,8.6875,,8.635951613
24/10/2012,8.84,,8.633774194
25/10/2012,8.7275,,8.626354839
26/10/2012,8.6375,,8.618612903
29/10/2012,8.58,,8.604983871
30/10/2012,8.5675,,8.590145161
31/10/2012,8.645,,8.574580645
01/11/2012,8.685,,8.558290323
02/11/2012,8.645,,8.538774194
05/11/2012,8.66,,8.521596774
06/11/2012,8.77,,8.50216129
07/11/2012,8.94,,8.474258065
08/11/2012,9.025,,8.441354839
09/11/2012,8.865,,8.406274194
12/11/2012,8.5775,,8.370145161
13/11/2012,8.51,,8.342564516
14/11/2012,8.4875,,8.319258065
15/11/2012,8.455,,8.296435484
16/11/2012,8.38,,8.267322581
19/11/2012,8.4175,,8.240709677
20/11/2012,8.45,,8.210225806
21/11/2012,8.4525,,8.179983871
23/11/2012,8.4775,,8.149419355
26/11/2012,8.49,,8.116435484
27/11/2012,8.761,,8.082725806
28/11/2012,8.821,,8.043580645
29/11/2012,8.79,,8.006451613
30/11/2012,8.5975,,7.975403226
03/12/2012,8.6075,,7.951290323
04/12/2012,8.565,,7.925645161
05/12/2012,8.6,,7.904596774
06/12/2012,8.62,,7.878548387
07/12/2012,8.61,,7.850403226
10/12/2012,8.4875,,7.820564516
11/12/2012,8.215,,7.797258065
12/12/2012,8.12,,7.783629032
13/12/2012,8.085,,7.77233871
14/12/2012,8.14,,7.765403226
17/12/2012,8.08,,7.754274194
18/12/2012,8.1125,,7.740403226
19/12/2012,8.0575,,7.72483871
