Date,Value,,30-day average
20/12/2012,7.905,,7.709274194
21/12/2012,7.92,,7.699919355
24/12/2012,7.9375,,7.688306452
26/12/2012,7.745,,7.676209677
27/12/2012,7.7225,,7.665564516
28/12/2012,7.7875,,7.652580645
31/12/2012,7.78,,7.638629032
02/01/2013,7.5525,,7.623790323
03/01/2013,7.555,,7.619596774
04/01/2013,7.4725,,7.612096774
07/01/2013,7.5125,,7.609274194
08/01/2013,7.505,,7.599596774
09/01/2013,7.455,,7.588145161
10/01/2013,7.445,,7.573612903
11/01/2013,7.5475,,7.561790323
14/01/2013,7.67,,7.547
15/01/2013,7.8275,,7.529629032
16/01/2013,7.85,,7.509548387
17/01/2013,7.8125,,7.482935484
18/01/2013,7.9125,,7.45866129
22/01/2013,7.7925,,7.423983871
23/01/2013,7.7475,,7.396967742
24/01/2013,7.685,,7.371887097
25/01/2013,7.765,,7.349790323
28/01/2013,7.7925,,7.326241935
29/01/2013,7.77,,7.303903226
30/01/2013,7.87,,7.287048387
31/01/2013,7.795,,7.266403226
01/02/2013,7.65,,7.244870968
04/02/2013,7.63,,7.231
05/02/2013,7.575,,7.222290323
06/02/2013,7.615,,7.213016129
07/02/2013,7.56,,7.202774194
08/02/2013,7.5625,,7.1935
11/02/2013,7.415,,7.185516129
12/02/2013,7.32,,7.183983871
13/02/2013,7.355,,7.169709677
14/02/2013,7.32,,7.146645161
15/02/2013,7.4225,,7.126887097
19/02/2013,7.3225,,7.112129032
20/02/2013,7.385,,7.099790323
21/02/2013,7.2125,,7.087048387
22/02/2013,7.15,,7.084225806
25/02/2013,7.0045,,7.082209677
26/02/2013,7.0785,,7.081016129
27/02/2013,7.089,,7.077758065
28/02/2013,7.1315,,7.079645161
01/03/2013,7.205,,7.073387097
04/03/2013,7.025,,7.067903226
05/03/2013,7.06,,7.068306452
06/03/2013,6.8375,,7.067258065
07/03/2013,6.955,,7.075403226
08/03/2013,6.97,,7.077580645
11/03/2013,7,,7.077741935
12/03/2013,7.035,,7.075080645
13/03/2013,7.1,,7.074516129
14/03/2013,7.2475,,7.068145161
15/03/2013,7.23,,7.064612903
18/03/2013,7.1275,,7.066596774
19/03/2013,7.22,,7.069258065
20/03/2013,7.36,,7.071354839
21/03/2013,7.2875,,7.066516129
22/03/2013,7.2975,,7.058129032
25/03/2013,7.2725,,7.051435484
26/03/2013,7.315,,7.044580645
27/03/2013,7.3675,,7.042
28/03/2013,6.8775,,7.031516129
01/04/2013,6.64,,7.038612903
02/04/2013,6.7075,,7.053693548
03/04/2013,6.965,,7.061112903
04/04/2013,6.94,,7.058290323
05/04/2013,6.99,,7.054822581
08/04/2013,7.125,,7.050387097
09/04/2013,7.0875,,7.040064516
10/04/2013,6.9675,,7.033532258
11/04/2013,6.9775,,7.035629032
12/04/2013,7.1475,,7.035548387
15/04/2013,6.9375,,7.028774194
16/04/2013,7.035,,7.031677419
17/04/2013,7.0375,,7.030145161
18/04/2013,7.0275,,7.030709677
19/04/2013,7.09,,7.032645161
22/04/2013,7.0225,,7.032645161
23/04/2013,6.975,,7.032403226
24/04/2013,6.9175,,7.032483871
25/04/2013,7.0175,,7.033935484
26/04/2013,6.9025,,7.030064516
29/04/2013,7.138,,7.03216129
30/04/2013,7.2915,,7.022225806
01/05/2013,7.21,,7.008145161
02/05/2013,7.285,,6.99516129
03/05/2013,7.21,,6.979677419
06/05/2013,7.0275,,6.968870968
07/05/2013,7.09,,6.970241935
08/05/2013,7.06,,6.9675
09/05/2013,7.235,,6.964919355
10/05/2013,7.0425,,6.950564516
13/05/2013,7.0975,,6.941967742
14/05/2013,7.1075,,6.929467742
15/05/2013,6.9375,,6.916209677
16/05/2013,6.8775,,6.904
17/05/2013,6.8325,,6.893435484
20/05/2013,6.8525,,6.885370968
21/05/2013,6.805,,6.87883871
22/05/2013,6.885,,6.872225806
23/05/2013,7.0325,,6.864
24/05/2013,6.975,,6.855693548
28/05/2013,6.9375,,6.849725806
29/05/2013,7.0275,,6.846258065
30/05/2013,6.9875,,6.839241935
31/05/2013,7.055,,6.829806452
03/06/2013,7.0875,,6.818193548
04/06/2013,7.09,,6.804080645
05/06/2013,7.015,,6.788435484
06/06/2013,6.9775,,6.7765
07/06/2013,6.9625,,6.764241935
10/06/2013,6.8975,,6.750532258
11/06/2013,6.9675,,6.738758065
12/06/2013,6.83,,6.723435484
13/06/2013,6.855,,6.712870968
14/06/2013,6.8075,,6.701903226
17/06/2013,6.805,,6.693677419
18/06/2013,6.875,,6.688435484
19/06/2013,7.07,,6.678919355
20/06/2013,7.005,,6.663919355
21/06/2013,6.98,,6.646096774
24/06/2013,6.79,,6.630774194
25/06/2013,6.776,,6.619322581
26/06/2013,6.71,,6.607596774
27/06/2013,6.6965,,6.5955
28/06/2013,6.559,,6.584322581
01/07/2013,6.55,,6.575403226
02/07/2013,6.5825,,6.5675
03/07/2013,6.65,,6.560806452
05/07/2013,6.6,,6.54983871
08/07/2013,6.63,,6.543870968
09/07/2013,6.775,,6.534596774
10/07/2013,6.79,,6.522096774
11/07/2013,6.83,,6.506451613
12/07/2013,6.81,,6.490806452
15/07/2013,6.695,,6.48233871
16/07/2013,6.695,,6.477129032
17/07/2013,6.65,,6.471387097
18/07/2013,6.605,,6.466241935
19/07/2013,6.645,,6.463451613
22/07/2013,6.5975,,6.457887097
23/07/2013,6.5375,,6.453532258
24/07/2013,6.5325,,6.449177419
25/07/2013,6.4925,,6.447403226
26/07/2013,6.5025,,6.444822581
29/07/2013,6.515,,6.443612903
30/07/2013,6.5525,,6.442483871
31/07/2013,6.6425,,6.441758065
01/08/2013,6.58,,6.434419355
02/08/2013,6.605,,6.429016129
05/08/2013,6.4525,,6.423370968
06/08/2013,6.505,,6.423774194
07/08/2013,6.435,,6.425870968
08/08/2013,6.4125,,6.426758065
09/08/2013,6.335,,6.430709677
12/08/2013,6.35,,6.438693548
13/08/2013,6.2825,,6.450145161
14/08/2013,6.305,,6.466274194
15/08/2013,6.375,,6.483209677
16/08/2013,6.31,,6.496435484
19/08/2013,6.415,,6.512645161
20/08/2013,6.3425,,6.527
21/08/2013,6.3875,,6.544741935
22/08/2013,6.305,,6.560306452
23/08/2013,6.345,,6.581032258
26/08/2013,6.5475,,6.600064516
27/08/2013,6.5335,,6.611596774
28/08/2013,6.517,,6.621967742
29/08/2013,6.4905,,6.635048387
30/08/2013,6.5185,,6.649064516
03/09/2013,6.4725,,6.66
04/09/2013,6.4625,,6.671048387
05/09/2013,6.4025,,6.683870968
06/09/2013,6.4775,,6.705
09/09/2013,6.4125,,6.721774194
10/09/2013,6.465,,6.740967742
11/09/2013,6.48,,6.758790323
12/09/2013,6.53,,6.774435484
13/09/2013,6.415,,6.786612903
16/09/2013,6.4125,,6.799354839
17/09/2013,6.43,,6.812258065
18/09/2013,6.465,,6.822580645
19/09/2013,6.57,,6.829354839
20/09/2013,6.4625,,6.832822581
23/09/2013,6.535,,6.838145161
24/09/2013,6.5825,,6.838951613
25/09/2013,6.705,,6.83733871
26/09/2013,6.7825,,6.831693548
27/09/2013,6.83,,6.8225
30/09/2013,6.785,,6.810645161
01/10/2013,6.8125,,6.799919355
02/10/2013,6.86,,6.788387097
03/10/2013,6.8925,,6.775080645
04/10/2013,6.87,,6.760645161
07/10/2013,6.9475,,6.746209677
08/10/2013,6.935,,6.731854839
09/10/2013,6.905,,6.716935484
10/10/2013,6.855,,6.703467742
11/10/2013,6.9225,,6.691854839
14/10/2013,6.925,,6.679467742
15/10/2013,6.8575,,6.665854839
16/10/2013,6.815,,6.657096774
17/10/2013,6.86,,6.652096774
18/10/2013,7.0575,,6.644274194
21/10/2013,6.9975,,6.632177419
22/10/2013,7.0075,,6.619919355
23/10/2013,7.0175,,6.604193548
24/10/2013,6.965,,6.587822581
25/10/2013,6.9075,,6.572983871
28/10/2013,6.81,,6.556209677
29/10/2013,6.8125,,6.543225806
30/10/2013,6.75,,6.527903226
31/10/2013,6.675,,6.512983871
01/11/2013,6.6775,,6.498225806
04/11/2013,6.6275,,6.482741935
05/11/2013,6.56,,6.466612903
06/11/2013,6.5325,,6.452016129
07/11/2013,6.53,,6.439193548
08/11/2013,6.4975,,6.42516129
11/11/2013,6.4625,,6.411129032
12/11/2013,6.4525,,6.398145161
13/11/2013,6.455,,6.386451613
14/11/2013,6.4475,,6.371935484
15/11/2013,6.445,,6.359193548
18/11/2013,6.4225,,6.343870968
19/11/2013,6.5025,,6.332096774
20/11/2013,6.4725,,6.317741935
21/11/2013,6.4875,,6.303306452
22/11/2013,6.495,,6.283951613
25/11/2013,6.5385,,6.262903226
26/11/2013,6.503,,6.235532258
27/11/2013,6.586,,6.210758065
29/11/2013,6.66,,6.18516129
02/12/2013,6.6175,,6.153467742
03/12/2013,6.6825,,6.124758065
04/12/2013,6.6175,,6.090967742
05/12/2013,6.52,,6.078548387
06/12/2013,6.51,,6.049596774
09/12/2013,6.505,,6.020645161
10/12/2013,6.3875,,5.994677419
11/12/2013,6.4075,,5.970967742
12/12/2013,6.3375,,5.946048387
13/12/2013,6.2875,,5.924193548
16/12/2013,6.2175,,5.899274194
17/12/2013,6.1975,,5.877258065
18/12/2013,6.1275,,5.856612903
19/12/2013,6.1075,,5.840806452
20/12/2013,6.135,,5.83233871
23/12/2013,6.095,,5.823951613
24/12/2013,6.0625,,5.814677419
26/12/2013,6.06,,5.805403226
27/12/2013,6.09,,5.798548387
30/12/2013,6.005,,5.7925
31/12/2013,6.0525,,5.788145161
02/01/2014,5.97,,5.785
03/01/2014,6.0575,,5.785483871
06/01/2014,6.0575,,5.80766129
07/01/2014,6.025,,5.809677419
08/01/2014,5.8875,,5.815403226
09/01/2014,5.8425,,5.824274194
10/01/2014,5.69,,5.8325
13/01/2014,5.735,,5.848225806
14/01/2014,5.7925,,5.861806452
15/01/2014,5.6775,,5.869209677
16/01/2014,5.7275,,5.875241935
17/01/2014,5.635,,5.884548387
20/01/2014,6.2325,,5.906483871
21/01/2014,5.6225,,5.913016129
22/01/2014,5.6125,,5.938903226
23/01/2014,5.7,,5.966241935
24/01/2014,5.6525,,5.99333871
27/01/2014,5.635,,6.017693548
28/01/2014,5.66,,6.0485
29/01/2014,5.515,,6.086483871
30/01/2014,5.535,,6.125919355
31/01/2014,5.5575,,6.169064516
03/02/2014,5.6375,,6.207370968
04/02/2014,5.845,,6.248903226
05/02/2014,5.875,,6.291241935
06/02/2014,5.8075,,6.328741935
07/02/2014,5.775,,6.365032258
10/02/2014,5.8475,,6.409225806
11/02/2014,5.9025,,6.449064516
12/02/2014,5.87,,6.483419355
13/02/2014,5.955,,6.523258065
14/02/2014,5.985,,6.555516129
17/02/2014,6.745,,6.587451613
18/02/2014,6.12,,6.591
19/02/2014,6.2025,,6.609548387
20/02/2014,6.1625,,6.627532258
21/02/2014,6.0975,,6.644709677
24/02/2014,6.1775,,6.666241935
25/02/2014,6.156,,6.686645161
26/02/2014,6.022,,6.703870968
27/02/2014,5.8645,,6.723322581
28/02/2014,6.016,,6.747209677
03/03/2014,6.315,,6.772016129
04/03/2014,6.435,,6.794596774
05/03/2014,6.425,,6.808951613
06/03/2014,6.46,,6.824758065
07/03/2014,6.54,,6.832016129
10/03/2014,6.4075,,6.838145161
11/03/2014,6.59,,6.849516129
12/03/2014,6.8375,,6.859193548
13/03/2014,6.7375,,6.865112903
14/03/2014,6.8725,,6.874709677
17/03/2014,6.745,,6.882951613
18/03/2014,6.925,,6.897564516
19/03/2014,7.1575,,6.902322581
20/03/2014,7.0375,,6.902403226
21/03/2014,6.9325,,6.910548387
24/03/2014,7.145,,6.925306452
25/03/2014,7.0825,,6.932806452
26/03/2014,6.9675,,6.941516129
27/03/2014,7.105,,6.949822581
28/03/2014,6.955,,6.951274194
31/03/2014,6.975,,6.955709677
01/04/2014,6.855,,6.953370968
02/04/2014,6.695,,6.951032258
03/04/2014,6.76,,6.952564516
04/04/2014,6.695,,6.952080645
07/04/2014,6.765,,6.952403226
08/04/2014,6.81,,6.948451613
09/04/2014,6.69,,6.941435484
10/04/2014,6.625,,6.936112903
11/04/2014,6.605,,6.929177419
14/04/2014,6.785,,6.92216129
15/04/2014,7.015,,6.907322581
16/04/2014,6.88,,6.883370968
17/04/2014,6.915,,6.861677419
21/04/2014,6.685,,6.836193548
22/04/2014,6.73,,6.818774194
23/04/2014,6.76,,6.797080645
24/04/2014,6.89,,6.778451613
25/04/2014,7.021,,6.753774194
28/04/2014,7.035,,6.721241935
29/04/2014,7.128,,6.684387097
30/04/2014,7.198,,6.643241935
01/05/2014,7.0725,,6.600080645
02/05/2014,7.16,,6.559354839
05/05/2014,7.29,,6.516048387
06/05/2014,7.39,,6.470241935
07/05/2014,7.3775,,6.423306452
08/05/2014,7.3525,,6.374112903
09/05/2014,7.225,,6.323951613
12/05/2014,7.15,,6.275080645
13/05/2014,7.0925,,6.230645161
14/05/2014,6.9025,,6.19
15/05/2014,6.7825,,6.157774194
16/05/2014,6.7425,,6.124451613
19/05/2014,6.745,,6.091629032
20/05/2014,6.705,,6.059693548
21/05/2014,6.6425,,6.03033871
22/05/2014,6.5925,,5.99566129
23/05/2014,6.525,,5.962435484
27/05/2014,6.41,,5.929774194
28/05/2014,6.3875,,5.899935484
29/05/2014,6.325,,5.863564516
30/05/2014,6.2725,,5.833
02/06/2014,6.2075,,5.804129032
03/06/2014,6.125,,5.777435484
04/06/2014,6.145,,5.757516129
05/06/2014,6.0575,,5.730983871
06/06/2014,6.1825,,5.706548387
09/06/2014,6.125,,5.676306452
10/06/2014,6.0125,,5.649935484
11/06/2014,5.8925,,5.626548387
12/06/2014,5.8525,,5.610016129
13/06/2014,5.86,,5.593725806
16/06/2014,5.81,,5.572435484
17/06/2014,5.8175,,5.555096774
18/06/2014,5.87,,5.538483871
19/06/2014,5.935,,5.521467742
20/06/2014,5.8525,,5.5055
23/06/2014,5.7975,,5.494935484
24/06/2014,5.71,,5.491145161
25/06/2014,5.7725,,5.488080645
26/06/2014,5.8325,,5.479048387
27/06/2014,5.9035,,5.467193548
30/06/2014,5.7495,,5.450306452
01/07/2014,5.725,,5.43516129
02/07/2014,5.755,,5.423790323
03/07/2014,5.795,,5.415967742
07/07/2014,5.5675,,5.404032258
08/07/2014,5.5625,,5.400564516
09/07/2014,5.5125,,5.39516129
10/07/2014,5.485,,5.393548387
11/07/2014,5.26,,5.394677419
14/07/2014,5.3775,,5.4
15/07/2014,5.3775,,5.402177419
16/07/2014,5.38,,5.407177419
17/07/2014,5.5075,,5.416096774
18/07/2014,5.3225,,5.419354839
21/07/2014,5.3,,5.426693548
22/07/2014,5.245,,5.428467742
23/07/2014,5.3075,,5.430403226
24/07/2014,5.2875,,5.431854839
25/07/2014,5.38,,5.433387097
28/07/2014,5.3475,,5.43
29/07/2014,5.2,,5.42516129
30/07/2014,5.2725,,5.421774194
31/07/2014,5.3025,,5.413790323
01/08/2014,5.3425,,5.404274194
04/08/2014,5.44,,5.392016129
05/08/2014,5.525,,5.377580645
06/08/2014,5.68,,5.356935484
07/08/2014,5.615,,5.326774194
08/08/2014,5.4925,,5.299435484
11/08/2014,5.465,,5.275806452
12/08/2014,5.38,,5.254435484
13/08/2014,5.28,,5.233790323
14/08/2014,5.3725,,5.216451613
15/08/2014,5.5125,,5.198387097
18/08/2014,5.425,,5.174677419
19/08/2014,5.46,,5.154193548
20/08/2014,5.395,,5.133790323
21/08/2014,5.4625,,5.116451613
22/08/2014,5.52,,5.098790323
25/08/2014,5.425,,5.084032258
26/08/2014,5.445,,5.072822581
27/08/2014,5.5325,,5.056290323
28/08/2014,5.6565,,5.038629032
29/08/2014,5.6085,,5.019145161
02/09/2014,5.55,,5.0025
03/09/2014,5.355,,4.986693548
04/09/2014,5.305,,4.980725806
05/09/2014,5.3525,,4.976048387
08/09/2014,5.335,,4.969032258
09/09/2014,5.275,,4.964435484
10/09/2014,5.1975,,4.962741935
11/09/2014,5.095,,4.965
12/09/2014,5.025,,4.96766129
15/09/2014,5.0075,,4.974193548
16/09/2014,4.9625,,4.983870968
17/09/2014,4.9925,,4.997419355
18/09/2014,4.885,,5.009274194
19/09/2014,4.745,,5.023467742
22/09/2014,4.7675,,5.044032258
23/09/2014,4.76,,5.061370968
24/09/2014,4.8025,,5.077096774
25/09/2014,4.74,,5.09
26/09/2014,4.7425,,5.103064516
29/09/2014,4.8125,,5.116935484
30/09/2014,4.7775,,5.131129032
01/10/2014,4.79,,5.152096774
02/10/2014,4.8275,,5.176209677
03/10/2014,4.8575,,5.201290323
06/10/2014,4.915,,5.222580645
07/10/2014,5.0625,,5.241129032
08/10/2014,5.0775,,5.251290323
09/10/2014,4.9325,,5.264032258
10/10/2014,4.985,,5.281451613
13/10/2014,5.0525,,5.296064516
14/10/2014,5.0925,,5.31166129
15/10/2014,5.06,,5.328774194
16/10/2014,5.17,,5.351967742
17/10/2014,5.16,,5.38083871
20/10/2014,5.135,,5.409064516
21/10/2014,5.1925,,5.433419355
22/10/2014,5.2225,,5.456080645
23/10/2014,5.2675,,5.479225806
24/10/2014,5.1775,,5.502209677
27/10/2014,5.2275,,5.524064516
28/10/2014,5.3075,,5.543016129
29/10/2014,5.3825,,5.564387097
30/10/2014,5.36,,5.586241935
31/10/2014,5.325,,5.613016129
03/11/2014,5.3825,,5.642370968
04/11/2014,5.305,,5.677774194
05/11/2014,5.2475,,5.718096774
06/11/2014,5.2025,,5.752854839
07/11/2014,5.145,,5.786806452
10/11/2014,5.1725,,5.825677419
11/11/2014,5.2525,,5.855919355
12/11/2014,5.4275,,5.883419355
13/11/2014,5.5375,,5.906725806
14/11/2014,5.605,,5.922290323
17/11/2014,5.5175,,5.931645161
18/11/2014,5.49,,5.941241935
19/11/2014,5.3775,,5.954145161
20/11/2014,5.4725,,5.971483871
21/11/2014,5.4725,,5.981725806
24/11/2014,5.438,,5.988096774
25/11/2014,5.536,,5.994451613
26/11/2014,5.623,,5.994903226
28/11/2014,5.779,,5.990290323
01/12/2014,6.065,,5.977258065
02/12/2014,6.035,,5.953387097
03/12/2014,5.89,,5.930483871
04/12/2014,5.895,,5.913709677
05/12/2014,5.94,,5.896612903
08/12/2014,5.98,,5.877096774
09/12/2014,5.855,,5.85516129
10/12/2014,5.815,,5.834032258
11/12/2014,5.97,,5.813870968
12/12/2014,6.06,,5.784354839
15/12/2014,6.19,,5.752580645
16/12/2014,6.235,,5.715
17/12/2014,6.48,,5.672741935
18/12/2014,6.555,,5.629354839
19/12/2014,6.325,,5.582741935
22/12/2014,6.255,,5.548225806
23/12/2014,6.35,,5.516451613
24/12/2014,6.11,,5.482419355
26/12/2014,6.105,,5.453548387
29/12/2014,6.15,,5.426129032
30/12/2014,6.02,,5.395967742
31/12/2014,5.895,,5.373709677
02/01/2015,5.815,,5.355967742
05/01/2015,5.89,,5.338548387
06/01/2015,5.915,,5.318709677
07/01/2015,5.79,,5.292580645
08/01/2015,5.67,,5.268870968
09/01/2015,5.635,,5.248903226
12/01/2015,5.55,,5.227612903
13/01/2015,5.48,,5.210322581
14/01/2015,5.375,,5.199290323
15/01/2015,5.325,,5.187193548
16/01/2015,5.325,,5.178645161
20/01/2015,5.37,,5.166870968
21/01/2015,5.365,,5.148483871
22/01/2015,5.335,,5.130903226
23/01/2015,5.3,,5.116870968
26/01/2015,5.2,,5.105096774
27/01/2015,5.19,,5.098322581
28/01/2015,5.055,,5.094532258
29/01/2015,5.075,,5.093403226
30/01/2015,5.025,,5.0955
02/02/2015,4.925,,5.095822581
03/02/2015,5.135,,5.101709677
04/02/2015,5.11,,5.101225806
05/02/2015,5.255,,5.107354839
06/02/2015,5.27,,5.110096774
09/02/2015,5.295,,5.108967742
10/02/2015,5.215,,5.105580645
11/02/2015,5.255,,5.098403226
12/02/2015,5.215,,5.092677419
13/02/2015,5.33,,5.0955
17/02/2015,5.345,,5.088645161
18/02/2015,5.275,,5.086709677
19/02/2015,5.275,,5.089532258
20/02/2015,5.105,,5.089612903
23/02/2015,5.055,,5.094612903
24/02/2015,5.051,,5.101306452
25/02/2015,4.975,,5.105709677
26/02/2015,5.014,,5.115064516
27/02/2015,5.138,,5.11533871
02/03/2015,5,,5.109919355
03/03/2015,5.06,,5.106935484
04/03/2015,4.96,,5.103225806
05/03/2015,4.8,,5.102741935
06/03/2015,4.82,,5.108790323
09/03/2015,4.9,,5.11483871
10/03/2015,4.935,,5.11766129
11/03/2015,4.99,,5.119032258
12/03/2015,5.0725,,5.11483871
13/03/2015,5.02,,5.103096774
16/03/2015,5.14,,5.093870968
17/03/2015,5.035,,5.083225806
18/03/2015,5.1075,,5.073258065
19/03/2015,5.12,,5.061403226
20/03/2015,5.3,,5.048741935
23/03/2015,5.34,,5.028258065
24/03/2015,5.235,,5.010596774
25/03/2015,5.19,,4.994225806
26/03/2015,4.9925,,4.982129032
27/03/2015,5.0775,,4.976241935
30/03/2015,5.3025,,4.967451613
31/03/2015,5.1175,,4.951725806
01/04/2015,5.285,,4.952532258
02/04/2015,5.3625,,4.946887097
06/04/2015,5.2775,,4.942209677
07/04/2015,5.26,,4.936564516
08/04/2015,5.2625,,4.932370968
09/04/2015,5.1875,,4.931
10/04/2015,5.265,,4.929870968
13/04/2015,5.0225,,4.919225806
14/04/2015,4.97,,4.914548387
15/04/2015,4.9075,,4.911887097
16/04/2015,4.945,,4.907451613
17/04/2015,4.945,,4.907209677
20/04/2015,4.9875,,4.913016129
21/04/2015,5.0075,,4.916887097
22/04/2015,4.9875,,4.924306452
23/04/2015,4.9775,,4.930193548
24/04/2015,4.86,,4.939951613
27/04/2015,4.7085,,4.954870968
28/04/2015,4.734,,4.968629032
29/04/2015,4.81,,4.978580645
30/04/2015,4.726,,4.985919355
01/05/2015,4.74,,4.991290323
04/05/2015,4.7275,,4.996048387
05/05/2015,4.665,,5.002016129
06/05/2015,4.7925,,5.008951613
07/05/2015,4.7275,,5.011935484
08/05/2015,4.815,,5.021129032
11/05/2015,4.81,,5.034032258
12/05/2015,4.805,,5.045967742
13/05/2015,4.815,,5.062967742
14/05/2015,5.1425,,5.089758065
15/05/2015,5.11,,5.111709677
18/05/2015,5.2175,,5.145435484
19/05/2015,5.1025,,5.166967742
20/05/2015,5.13,,5.192854839
21/05/2015,5.22,,5.219467742
22/05/2015,5.1525,,5.239870968
26/05/2015,4.935,,5.259951613
27/05/2015,4.8775,,5.287209677
28/05/2015,4.8875,,5.315677419
29/05/2015,4.77,,5.343741935
01/06/2015,4.9375,,5.374064516
02/06/2015,5.125,,5.397612903
03/06/2015,5.1075,,5.41366129
04/06/2015,5.2375,,5.427612903
05/06/2015,5.17,,5.430516129
08/06/2015,5.28,,5.433016129
09/06/2015,5.3225,,5.429387097
10/06/2015,5.135,,5.425919355
11/06/2015,5.0425,,5.425354839
12/06/2015,5.0375,,5.424790323
15/06/2015,4.8925,,5.427048387
16/06/2015,4.8875,,5.429306452
17/06/2015,4.9125,,5.431806452
18/06/2015,4.88,,5.434387097
19/06/2015,4.885,,5.437935484
22/06/2015,5.0125,,5.439548387
23/06/2015,5.215,,5.439790323
24/06/2015,5.18,,5.435112903
25/06/2015,5.332,,5.432693548
26/06/2015,5.6455,,5.430209677
29/06/2015,5.823,,5.411725806
30/06/2015,6.1555,,5.382677419
01/07/2015,5.885,,5.346451613
02/07/2015,5.905,,5.32
06/07/2015,5.955,,5.290967742
07/07/2015,5.8525,,5.258306452
08/07/2015,5.775,,5.229596774
09/07/2015,5.78,,5.206612903
10/07/2015,5.76,,5.181290323
13/07/2015,5.7575,,5.157822581
14/07/2015,5.71,,5.131774194
15/07/2015,5.6675,,5.105854839
16/07/2015,5.6225,,5.079951613
17/07/2015,5.54,,5.053758065
20/07/2015,5.3275,,5.03133871
21/07/2015,5.2475,,5.01633871
22/07/2015,5.1675,,5.001580645
23/07/2015,5.215,,4.984967742
24/07/2015,5.1175,,4.967629032
27/07/2015,5.025,,4.955774194
28/07/2015,5.1075,,4.946016129
29/07/2015,4.9625,,4.935451613
30/07/2015,4.965,,4.931822581
31/07/2015,4.9925,,4.933354839
03/08/2015,4.99,,4.931903226
04/08/2015,4.935,,4.928435484
05/08/2015,5.02,,4.924564516
06/08/2015,5.07,,4.919645161
07/08/2015,5.105,,4.91633871
10/08/2015,5.255,,4.9115
11/08/2015,5.0725,,4.905693548
12/08/2015,4.9225,,4.902467742
13/08/2015,5.0325,,4.907467742
14/08/2015,5.065,,4.908193548
17/08/2015,5.005,,4.907306452
18/08/2015,4.9425,,4.911258065
19/08/2015,4.9625,,4.919
20/08/2015,5.0625,,4.924483871
21/08/2015,4.995,,4.927467742
24/08/2015,5.0325,,4.936096774
25/08/2015,4.95,,4.940451613
26/08/2015,4.9065,,4.945774194
27/08/2015,4.8645,,4.951774194
28/08/2015,4.8105,,4.958322581
31/08/2015,4.845,,4.970564516
01/09/2015,4.8625,,4.978225806
02/09/2015,4.79,,4.983467742
03/09/2015,4.6525,,4.987741935
04/09/2015,4.6775,,4.994354839
08/09/2015,4.75,,5.001935484
09/09/2015,4.7225,,5.008306452
10/09/2015,4.78,,5.014274194
11/09/2015,4.85,,5.018306452
14/09/2015,5.0125,,5.026048387
15/09/2015,4.9475,,5.028629032
16/09/2015,4.8825,,5.032258065
17/09/2015,4.815,,5.040887097
18/09/2015,4.8675,,5.053951613
21/09/2015,4.9675,,5.060806452
22/09/2015,4.955,,5.067177419
23/09/2015,5.075,,5.077096774
24/09/2015,4.9725,,5.083145161
25/09/2015,5.0775,,5.091532258
28/09/2015,5.055,,5.089596774
29/09/2015,5.0375,,5.08483871
30/09/2015,5.1275,,5.081935484
01/10/2015,5.1825,,5.077177419
02/10/2015,5.1325,,5.069919355
05/10/2015,5.155,,5.063709677
06/10/2015,5.2625,,5.054677419
07/10/2015,5.1675,,5.040806452
08/10/2015,5.115,,5.032419355
09/10/2015,5.0925,,5.025
12/10/2015,5.0675,,5.020403226
13/10/2015,5.19,,5.013419355
14/10/2015,5.0825,,5.00166129
15/10/2015,5.025,,4.990516129
16/10/2015,4.9225,,4.980806452
19/10/2015,4.8575,,4.974112903
20/10/2015,4.9125,,4.968145161
21/10/2015,4.9475,,4.964112903
22/10/2015,4.9075,,4.960806452
23/10/2015,4.905,,4.958225806
26/10/2015,5.09,,4.955322581
27/10/2015,5.0925,,4.949112903
28/10/2015,5.06,,4.944677419
29/10/2015,5.15,,4.939677419
30/10/2015,5.22,,4.932741935
02/11/2015,5.08,,4.923790323
03/11/2015,5.165,,4.915887097
04/11/2015,5.2625,,4.905403226
05/11/2015,5.2625,,4.89266129
06/11/2015,5.2325,,4.877419355
09/11/2015,5.0175,,4.860806452
10/11/2015,4.9075,,4.850403226
11/11/2015,4.9475,,4.842903226
12/11/2015,4.98,,4.833790323
13/11/2015,4.9575,,4.826612903
16/11/2015,4.94,,4.818225806
17/11/2015,4.875,,4.810483871
18/11/2015,4.8325,,4.801048387
19/11/2015,4.9075,,4.793951613
20/11/2015,4.885,,4.784919355
23/11/2015,4.95,,4.778467742
24/11/2015,4.851,,4.773145161
25/11/2015,4.8255,,4.767951613
27/11/2015,4.737,,4.767532258
30/11/2015,4.724,,4.768919355
01/12/2015,4.715,,4.767741935
02/12/2015,4.6725,,4.768467742
03/12/2015,4.7875,,4.770806452
04/12/2015,4.845,,4.768467742
07/12/2015,4.8275,,4.765403226
08/12/2015,4.815,,4.763064516
09/12/2015,4.8975,,4.763064516
10/12/2015,4.955,,4.761451613
11/12/2015,4.905,,4.755322581
14/12/2015,4.935,,4.749435484
15/12/2015,4.9425,,4.74483871
16/12/2015,4.835,,4.738709677
17/12/2015,4.84,,4.736048387
18/12/2015,4.8675,,4.734758065
21/12/2015,4.79,,4.730241935
22/12/2015,4.7175,,4.726290323
23/12/2015,4.695,,4.722016129
24/12/2015,4.675,,4.718145161
